tweet_id,tweet_text,clean_text,label,priority_level,priority_score,true_label,predicted_label,prediction_confidence,true_label_confidence,label_correct,true_priority_level,true_priority_score,predicted_priority_level,predicted_priority_score,priority_correct,priority_signed_error,priority_distance,under_prioritised,over_prioritised,severe_priority_error
592267197944205312,RT @Federation: Follow @IFRCAsiaPacific for latest updates on #RedCross response to #NepalEarthquake  https://t.co/RGShMra070,RT USER : Follow USER for latest updates on RedCross response to NepalEarthquake URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,other_useful_information,0.68391544,0.09767537,False,medium,3,medium,3,True,0,0,False,False,False
592645460952682496,Proud of my Israel #NepalQuakeRelief https://t.co/Jl9JtErm6W ὤFὤFὤF,Proud of my Israel NepalQuakeRelief URL ὤFὤFὤF,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.9147065,0.9147065,True,low,4,low,4,True,0,0,False,False,False
592931363667345408,#Pakistan Latest on Nepal quake: - Jakarta Post: New York TimesLatest on Nepal quake:Jakarta PostArmy troops a... http://t.co/ukFf4hklEr,Pakistan Latest on Nepal quake: - Jakarta Post: New York TimesLatest on Nepal quake:Jakarta PostArmy troops a... URL,other_useful_information,medium,3,other_useful_information,other_useful_information,0.7278618,0.7278618,True,medium,3,medium,3,True,0,0,False,False,False
592265829288312832,RT @CNBCnow: JUST IN: Google says one of its engineers killed in Everest avalanche triggered by Nepal quake http://t.co/f3BYyrbLM3 http://t…,RT USER : JUST IN: Google says one of its engineers killed in Everest avalanche triggered by Nepal quake URL URL,injured_or_dead_people,high,1,injured_or_dead_people,injured_or_dead_people,0.937754,0.937754,True,high,1,high,1,True,0,0,False,False,False
592881607083741184,@AndhraPCC abki baar fenku sarkar-two untruths propagated by modi govt-india host 2024 olympics&amp;RSS sent 20K ppl to Nepal--Unmasked now,USER abki baar fenku sarkar-two untruths propagated by modi govt-india host 2024 olympics&amp;RSS sent 20K ppl to Nepal--Unmasked now,not_related_or_irrelevant,low,4,not_related_or_irrelevant,other_useful_information,0.35446802,0.3341896,False,low,4,medium,3,False,-1,1,False,True,False
592367690632667136,RT- Nepal earthquake: At least 200 from Karnataka feared stranded: A day after an earthquake ravaged Nep... http://t.co/rfPqyccS5c #News,RT- Nepal earthquake: At least 200 from Karnataka feared stranded: A day after an earthquake ravaged Nep... URL News,missing_trapped_or_found_people,high,1,missing_trapped_or_found_people,missing_trapped_or_found_people,0.70185596,0.70185596,True,high,1,high,1,True,0,0,False,False,False
593824046111830017,"2 #IAF MLHs positioned at Pokahra.  Helicopter sorties scheduled for Lukla, Dhading, Millanchi and Gorkha today #NepalEarthquake","2 IAF MLHs positioned at Pokahra. Helicopter sorties scheduled for Lukla, Dhading, Millanchi and Gorkha today NepalEarthquake",other_useful_information,medium,3,other_useful_information,other_useful_information,0.5525503,0.5525503,True,medium,3,medium,3,True,0,0,False,False,False
591977887642746880,RT @ooosh_ooosh: Where is Nepal's Prime Minister???? Anybody knows?,RT USER : Where is Nepal's Prime Minister???? Anybody knows?,other_useful_information,medium,3,other_useful_information,not_related_or_irrelevant,0.27359134,0.20780101,False,medium,3,low,4,False,1,1,True,False,False
597666520702025728,RT @ewnreporter: #Nepalquake This is the team heading to Nepal. ML http://t.co/pXSFVMoJDy,RT USER : Nepalquake This is the team heading to Nepal. ML URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,other_useful_information,0.42723486,0.24761294,False,medium,3,medium,3,True,0,0,False,False,False
592697717467586561,"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts http://t.co/l3rPJkaLrj","T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts URL",donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.860166,0.860166,True,medium,3,medium,3,True,0,0,False,False,False
592194508181245952,Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...,Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an...,injured_or_dead_people,high,1,injured_or_dead_people,missing_trapped_or_found_people,0.9159788,0.02296002,False,high,1,high,1,True,0,0,False,False,False
592338431004397568,RT @OCHAAsiaPac: Over 6.6 mil people are in the area affected by #Nepalquake. Widespread damage &amp; destruction of infrastructure feared http…,RT USER : Over 6.6 mil people are in the area affected by Nepalquake. Widespread damage &amp; destruction of infrastructure feared URL,infrastructure_and_utilities_damage,medium_high,2,infrastructure_and_utilities_damage,injured_or_dead_people,0.5848476,0.18351665,False,medium_high,2,high,1,False,-1,1,False,True,False
592337866904051713,Foreign Office tells Britons stranded in Nepal to follow local authorities' advice following earthquake that left… http://t.co/vk48KldGih,Foreign Office tells Britons stranded in Nepal to follow local authorities' advice following earthquake that left… URL,caution_and_advice,medium_high,2,caution_and_advice,displaced_people_and_evacuations,0.6592352,0.029580774,False,medium_high,2,medium_high,2,True,0,0,False,False,False
593745459874631680,.@RichardGSimpson a good example of spatial industry helping shape a better future! http://t.co/9r3cOgR6YP #OpenStreetMap #Pivotal2015,. USER a good example of spatial industry helping shape a better future! URL OpenStreetMap Pivotal2015,not_related_or_irrelevant,low,4,not_related_or_irrelevant,other_useful_information,0.38557488,0.37608948,False,low,4,medium,3,False,-1,1,False,True,False
592175527277953027,"RT @the_hindu: 1,500 bodies recovered; an equal number said to be injured. #NepalEarthquake  http://t.co/ZyNOoHm1vW http://t.co/pw3EtnANtn","RT USER : 1,500 bodies recovered; an equal number said to be injured. NepalEarthquake URL URL",injured_or_dead_people,high,1,injured_or_dead_people,injured_or_dead_people,0.94919944,0.94919944,True,high,1,high,1,True,0,0,False,False,False
592269113742925824,RT @pradeepdotco: Real Hero - Shesh Ghale announces 2 Crores for Earthquake Relief fund! #Earthquake #Nepal http://t.co/uQHHf0KDna,RT USER : Real Hero - Shesh Ghale announces 2 Crores for Earthquake Relief fund! Earthquake Nepal URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.8591415,0.8591415,True,medium,3,medium,3,True,0,0,False,False,False
592341469467439107,RT @nickjonas: Help the families of the Nepal Earthquake which has left thousands dead. Donate to @convoyofhope at http://t.co/AKKvoGIDUz #…,RT USER : Help the families of the Nepal Earthquake which has left thousands dead. Donate to USER at URL …,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.713964,0.713964,True,medium,3,medium,3,True,0,0,False,False,False
593198868206133250,RT @XuscaSoleNY: New print available on http://t.co/jnWHW5Id5u! - 'Flowers For Nepal' by Xusca Sole - http://t.co/VwRHVD87Vz,RT USER : New print available on URL - 'Flowers For Nepal' by Xusca Sole - URL,not_related_or_irrelevant,low,4,not_related_or_irrelevant,sympathy_and_emotional_support,0.6089012,0.05827605,False,low,4,low,4,True,0,0,False,False,False
592273906817458176,Year 13 &amp; 11 Tectonic Hazards - Nepal quake: Relief operation faces challenges - http://t.co/LbQe2EmWnp,Year 13 &amp; 11 Tectonic Hazards - Nepal quake: Relief operation faces challenges - URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,other_useful_information,0.4185968,0.37289333,False,medium,3,medium,3,True,0,0,False,False,False
593351139644428288,Great work @IndianExpress ... Keep it up. RWs like @bwoyblunder are just jealous of your creative capability.  http://t.co/ZxWf9Ztxxg,Great work USER ... Keep it up. RWs like USER are just jealous of your creative capability. URL,not_related_or_irrelevant,low,4,not_related_or_irrelevant,not_related_or_irrelevant,0.69266015,0.69266015,True,low,4,low,4,True,0,0,False,False,False
592344928111329280,RT @TimesNow: Yoga Guru Ramdev joins relief work in Kathmandu #IndiaWithNepal https://t.co/mSTF79YDGL,RT USER : Yoga Guru Ramdev joins relief work in Kathmandu IndiaWithNepal URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.8405707,0.8405707,True,medium,3,medium,3,True,0,0,False,False,False
592699807615086592,Emergency Contact Details for #Expats in #Nepal | AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel,Emergency Contact Details for Expats in Nepal | AngloINFO World: Expat Life URL USER,other_useful_information,medium,3,other_useful_information,displaced_people_and_evacuations,0.66629255,0.11226378,False,medium,3,medium_high,2,False,-1,1,False,True,False
592359685774188544,... And they need help from Nepal https://t.co/P7AxbJ2tSj,... And they need help from Nepal URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.86624855,0.86624855,True,medium,3,medium,3,True,0,0,False,False,False
593261012263964672,There are miracles everyday! #proudofindianforces https://t.co/9gIPGyY8Rx,There are miracles everyday! proudofindianforces URL,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.48431316,0.48431316,True,low,4,low,4,True,0,0,False,False,False
592673035221671936,RT @surdesairajdeep: Heard PM to give 6Lacs to Family of Demised in Nepal but Will give ignorance to 1000s Dead farmers &amp; Jal Satyagrahis h…,RT USER : Heard PM to give 6Lacs to Family of Demised in Nepal but Will give ignorance to 1000s Dead farmers &amp; Jal Satyagrahis h…,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,not_related_or_irrelevant,0.28500062,0.20753737,False,medium,3,low,4,False,1,1,True,False,False
592344708896169984,RT @helpthemtoday: #NepalEarthquake give to TCPI's emergency relief fund. 100% goes to the victims. #TCPINEPAL http://t.co/IfFM3bkVlW http:…,RT USER : NepalEarthquake give to TCPI's emergency relief fund. 100% goes to the victims. TCPINEPAL URL URL,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.8867776,0.8867776,True,medium,3,medium,3,True,0,0,False,False,False
593798264304041984,"RT @OCHAAsiaPac: #NepalQuake: People in line for water distributions. 4.2 mil urgently need water, sanitation and health services. http://t…","RT USER : NepalQuake: People in line for water distributions. 4.2 mil urgently need water, sanitation and health services. URL",donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.8289477,0.8289477,True,medium,3,medium,3,True,0,0,False,False,False
592377513512316928,RT @feistyfari: To all those who reach to preach! #NepalEarthquake  https://t.co/AHm8UYVIN9,RT USER : To all those who reach to preach! NepalEarthquake URL,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.89294684,0.89294684,True,low,4,low,4,True,0,0,False,False,False
592667138768379904,Chaos Reigns at Nepal's Only International Airport in Kathmandu http://t.co/5wZ9GyJ98q,Chaos Reigns at Nepal's Only International Airport in Kathmandu URL,infrastructure_and_utilities_damage,medium_high,2,infrastructure_and_utilities_damage,other_useful_information,0.5962903,0.19630319,False,medium_high,2,medium,3,False,1,1,True,False,False
591921148994007040,@Dev_Fadnavis Is govt planning to send relief materials to Nepal?Appeal to all Mumbai citizens to come forward for helping Nepal #earthquake,USER Is govt planning to send relief materials to Nepal?Appeal to all Mumbai citizens to come forward for helping Nepal earthquake,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.869425,0.869425,True,medium,3,medium,3,True,0,0,False,False,False
592160377519017984,RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…,RT USER : USER Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns updates URL,injured_or_dead_people,high,1,injured_or_dead_people,injured_or_dead_people,0.93331176,0.93331176,True,high,1,high,1,True,0,0,False,False,False
593183136294436864,"RT @AnupKaphle: Devastating update from Ministry of Home Affairs on #NepalEarthquake.  Death toll: 5,057 Injured: 10,915 Internally Displac…","RT USER : Devastating update from Ministry of Home Affairs on NepalEarthquake. Death toll: 5,057 Injured: 10,915 Internally Displac…",injured_or_dead_people,high,1,injured_or_dead_people,injured_or_dead_people,0.9621456,0.9621456,True,high,1,high,1,True,0,0,False,False,False
592335443141660672,Salute to Indian Army and PM Narendra Modi  for sending relief in Nepal,Salute to Indian Army and PM Narendra Modi for sending relief in Nepal,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.7686378,0.7686378,True,medium,3,medium,3,True,0,0,False,False,False
592123165310062592,RT @HONOUROURFORCES: Sending our prays to the people of Nepal a country that has given us the Amazing men in the Gurkhas  #NepalEarthquake …,RT USER : Sending our prays to the people of Nepal a country that has given us the Amazing men in the Gurkhas NepalEarthquake …,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.9564121,0.9564121,True,low,4,low,4,True,0,0,False,False,False
593014290585657344,RT @nikoketch: #nepalearthquake no matter what happens make sure you are in rightstanding with GOD peace of Christ.,RT USER : nepalearthquake no matter what happens make sure you are in rightstanding with GOD peace of Christ.,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.9319204,0.9319204,True,low,4,low,4,True,0,0,False,False,False
593097361972457472,RT @CatholicNewsSvc: New CNS video: #PopeFrancis prayed yesterday for victims of the #NepalQuake  http://t.co/21iaVNaeZb,RT USER : New CNS video: PopeFrancis prayed yesterday for victims of the NepalQuake URL,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.95456487,0.95456487,True,low,4,low,4,True,0,0,False,False,False
592367611427586048,"Condolanses to Nepal people, and the families of mountaineers who lost their lives at EBC............. http://t.co/iXYUK7qeQ8","Condolanses to Nepal people, and the families of mountaineers who lost their lives at EBC............. URL",sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.78967094,0.78967094,True,low,4,low,4,True,0,0,False,False,False
592655380167139328,Watch Shocking: The first 18 minutes after quake hit Nepal  Click here to Watch --&gt;&gt; http://t.co/RVxKtoMnyM http://t.co/qJ3j3OL3KT ...#53,Watch Shocking: The first 18 minutes after quake hit Nepal Click here to Watch --&gt;&gt; URL URL ...53,other_useful_information,medium,3,other_useful_information,other_useful_information,0.70248836,0.70248836,True,medium,3,medium,3,True,0,0,False,False,False
593342081453707265,RT @WorldFMDay: Thinking of all in #NepalQuake,RT USER : Thinking of all in NepalQuake,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.9266576,0.9266576,True,low,4,low,4,True,0,0,False,False,False
593076236894613504,"#National India evacuates 170 foreigners from Nepal: The government has also brought back over 5,400 Indians so… http://t.co/xSNguLFxdh","National India evacuates 170 foreigners from Nepal: The government has also brought back over 5,400 Indians so… URL",displaced_people_and_evacuations,medium_high,2,displaced_people_and_evacuations,displaced_people_and_evacuations,0.797189,0.797189,True,medium_high,2,medium_high,2,True,0,0,False,False,False
593660512543514624,Footage shows the moment the devastating quake shatters Nepal:  CCTV footage has emerged of the moment a devas... http://t.co/0K6MyaHcIJ,Footage shows the moment the devastating quake shatters Nepal: CCTV footage has emerged of the moment a devas... URL,infrastructure_and_utilities_damage,medium_high,2,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,0.51107144,0.51107144,True,medium_high,2,medium_high,2,True,0,0,False,False,False
592320522660106240,"RT @snobers: This is what's left of the 9 story historic UNESCO heritage's Dharahara Tower in Kathmandu, #Nepal after #earthquake http://t.…","RT USER : This is what's left of the 9 story historic UNESCO heritage's Dharahara Tower in Kathmandu, Nepal after earthquake URL",infrastructure_and_utilities_damage,medium_high,2,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,0.9008905,0.9008905,True,medium_high,2,medium_high,2,True,0,0,False,False,False
593760241919074304,RT @OCHAAsiaPac: #NepalQuake: Aftershocks continue to pose a threat. #Earthquake-affected areas could be at risk to landslides. http://t.co…,RT USER : NepalQuake: Aftershocks continue to pose a threat. Earthquake-affected areas could be at risk to landslides. URL,other_useful_information,medium,3,other_useful_information,infrastructure_and_utilities_damage,0.58176696,0.29025134,False,medium,3,medium_high,2,False,-1,1,False,True,False
592341066696785920,RT @dabeard: #Nepal - How to help: A list of top-rated charities working on relief after quake: http://t.co/CuFIDowBHw @CARE @CatholicRelie…,RT USER : Nepal - How to help: A list of top-rated charities working on relief after quake: URL USER USER …,donation_needs_or_offers_or_volunteering_services,medium,3,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,0.8524316,0.8524316,True,medium,3,medium,3,True,0,0,False,False,False
592332699869806592,RT @newsflicks: 'Nepalis have a family in 125 cr Indians' Modi's #MannKiBaat #SoulVultures #earthquake #NepalEarthquake http://t.co/yPmMwIe…,RT USER : 'Nepalis have a family in 125 cr Indians' Modi's MannKiBaat SoulVultures earthquake NepalEarthquake URL,other_useful_information,medium,3,other_useful_information,displaced_people_and_evacuations,0.41198084,0.11975627,False,medium,3,medium_high,2,False,-1,1,False,True,False
592863475426316289,RT @deerhuntingdiva: prayers for Baltimore and Nepal,RT USER : prayers for Baltimore and Nepal,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.95493585,0.95493585,True,low,4,low,4,True,0,0,False,False,False
592326564110585856,RT @divyaconnects: Reached #Kathmandu finally! Lots of Indians stranded at the airport #NepalQuake @BBCHindi http://t.co/fRpbU9aCKZ,RT USER : Reached Kathmandu finally! Lots of Indians stranded at the airport NepalQuake USER URL,other_useful_information,medium,3,other_useful_information,missing_trapped_or_found_people,0.7641231,0.0122954,False,medium,3,high,1,False,-2,2,False,True,True
591934166398332928,"RT @willripleyCNN: #URGENT Death toll in 7.8 magnitude #NepalQuake rising quickly, now some 600 people. At least 15 big aftershocks... http…","RT USER : URGENT Death toll in 7.8 magnitude NepalQuake rising quickly, now some 600 people. At least 15 big aftershocks... URL",injured_or_dead_people,high,1,injured_or_dead_people,injured_or_dead_people,0.9626924,0.9626924,True,high,1,high,1,True,0,0,False,False,False
593201567072911360,At least 21 Portuguese identified in Nepal  http://t.co/077fAeyquX,At least 21 Portuguese identified in Nepal URL,missing_trapped_or_found_people,high,1,missing_trapped_or_found_people,missing_trapped_or_found_people,0.44749552,0.44749552,True,high,1,high,1,True,0,0,False,False,False
592088814279139328,more seriously if I have to pray for anything tonight it's Nepal. :/ dadmom are there so I'm 200% sending my good wishes there.,more seriously if I have to pray for anything tonight it's Nepal. :/ dadmom are there so I'm 200% sending my good wishes there.,sympathy_and_emotional_support,low,4,sympathy_and_emotional_support,sympathy_and_emotional_support,0.95306385,0.95306385,True,low,4,low,4,True,0,0,False,False,False
592927947910164480,"RT BJPRajnathSingh: NDRF has rescued 11 individuals, recovered 67 dead bodies and evacuated more than 1000 people in Nepal. #ThankYouPM #BJP","RT BJPRajnathSingh: NDRF has rescued 11 individuals, recovered 67 dead bodies and evacuated more than 1000 people in Nepal. ThankYouPM BJP",injured_or_dead_people,high,1,injured_or_dead_people,missing_trapped_or_found_people,0.46360028,0.24385183,False,high,1,high,1,True,0,0,False,False,False
592592940729401344,"Landslides, Shortages Hinder Rescues As Nepal Quake Toll Rises: Officials in Nepal say the death toll from the... http://t.co/Um3LqGuITd","Landslides, Shortages Hinder Rescues As Nepal Quake Toll Rises: Officials in Nepal say the death toll from the... URL",other_useful_information,medium,3,other_useful_information,injured_or_dead_people,0.9504201,0.008256731,False,medium,3,high,1,False,-2,2,False,True,True
