message_id,creation_time,source,destination,size,true_priority,predicted_priority,tweet_id
HM211,9626,19,72,419902,4,4,592950303982559232
HM212,9666,58,75,227888,4,4,593312043748331521
HM213,9725,38,65,299881,1,1,593029346534686721
HM214,9771,43,76,349500,3,3,593188602860941312
HM215,9828,37,62,409213,3,3,592258346163441665
HM216,9864,49,73,332228,1,1,592340951357468672
HM217,9917,12,60,496322,4,4,592672862101741568
HM218,9977,53,67,374364,2,2,592322469874237440
HM219,10009,22,60,156356,3,3,593005207371390976
HM220,10046,16,68,271878,3,2,592874066094202880
HM221,10080,23,64,132637,3,3,592344738361028608
HM222,10117,59,66,193458,3,3,592655380167139328
HM223,10156,9,71,256092,1,1,593073343999377409
HM224,10188,23,72,105847,4,4,592269963685048322
HM225,10245,51,68,485906,3,3,593186080314290177
HM226,10282,29,61,340639,2,2,593110310808133632
HM227,10340,11,64,276776,1,1,591989866990174209
HM228,10393,10,70,189926,4,4,592656993615228929
HM229,10428,56,66,129803,3,3,592684424749305856
HM230,10479,49,60,101930,3,3,592344307626946560
HM231,10532,44,69,478888,4,3,592707878919786497
HM232,10565,20,76,250011,3,3,592620264330010624
HM233,10599,2,75,391848,3,3,592155361701953537
HM234,10640,41,60,209652,3,4,593110560872341504
HM235,10672,51,73,499162,3,3,592267523967483904
HM236,10715,13,64,373095,4,3,592342011992236032
HM237,10759,6,60,320514,3,3,592680034718130178
HM238,10809,21,70,219118,3,3,592353565483597824
HM239,10856,15,69,324212,1,1,593305199890079744
HM240,10900,23,63,247064,4,4,592340850090225666
HM241,10936,24,63,447015,3,3,593164532740141056
HM242,10984,14,67,389565,3,3,592131684201431040
HM243,11028,58,77,319734,4,4,591928379693211648
HM244,11084,2,62,369662,1,1,593396270741479424
HM245,11135,43,77,374287,4,4,592343637272367104
HM246,11187,46,69,164292,1,1,592343566950608896
HM247,11234,25,71,478616,4,4,592376053286375424
HM248,11275,57,79,334725,1,1,593187654511960065
HM249,11313,59,74,184250,3,3,593602279120379904
HM250,11356,13,66,473134,3,3,593115676107149312
HM251,11403,11,73,274170,2,2,593181531432198144
HM252,11444,9,73,463741,3,3,593355409450278912
HM253,11478,6,76,269863,3,2,593354112604835840
HM254,11511,20,70,439753,3,3,592344708896169984
HM255,11542,13,65,354528,3,3,592692001361002499
HM256,11578,4,71,212805,3,3,592688864516567043
HM257,11620,32,64,225041,3,3,592226630480834560
HM258,11658,38,71,483836,1,1,592344841859674115
HM259,11693,49,74,331837,3,3,592203704301846529
HM260,11732,22,75,179859,1,1,592343136921227264
HM261,11784,16,79,306993,4,4,592153214650359808
HM262,11823,33,62,260752,3,3,592089569396281344
HM263,11881,31,64,331691,4,4,592337496639287297
HM264,11928,54,76,145653,4,4,593276690635227136
HM265,11962,30,71,447682,3,3,592269113742925824
HM266,12022,51,63,326245,4,4,592732198521982979
HM267,12079,5,70,457504,2,2,592868455021412353
HM268,12133,55,72,389061,4,3,592115412529127424
HM269,12167,24,67,212122,3,3,593440864896028672
HM270,12221,56,65,375054,2,2,592176468601409536
HM271,12272,7,75,287230,4,4,592344157873696769
HM272,12325,35,79,102875,4,4,592137499322941440
HM273,12377,33,62,464843,1,1,593170319407521793
HM274,12425,30,69,492988,4,4,593042251401461760
HM275,12465,14,67,493068,4,4,593798614020968448
HM276,12523,2,63,224004,1,1,592343508209553410
HM277,12583,8,68,131007,1,2,592149334994518016
HM278,12634,6,64,396554,4,4,592234977267355648
HM279,12675,35,79,146890,3,3,592851099234738177
HM280,12720,31,64,470641,3,3,593739709458681856
HM281,12767,24,73,355205,4,3,593248695489044481
HM282,12799,51,69,412067,4,4,592088814279139328
HM283,12831,22,74,422330,3,3,600022444628283392
HM284,12876,25,72,309296,4,3,593832938799673344
HM285,12923,3,79,258102,4,4,593325003082432512
HM286,12959,0,70,315464,1,3,592272191745490944
HM287,12997,56,64,496720,3,3,592697717467586561
HM288,13031,12,68,157509,1,1,592600384452997120
HM289,13089,10,72,268951,3,3,593359308944879616
HM290,13134,45,66,252829,1,1,592384707205144576
HM291,13172,50,62,397320,2,3,592651449001095169
HM292,13226,9,64,429001,3,3,593824046111830017
HM293,13285,32,63,217359,1,1,592663891911516160
HM294,13324,11,76,372474,3,4,591954283412631553
HM295,13381,34,73,210377,2,2,593157615279968256
HM296,13434,17,78,365409,2,3,592913734185652224
HM297,13488,19,76,463370,4,4,592342776181858304
HM298,13534,36,63,372572,3,3,593077445672112128
HM299,13592,55,72,208544,3,2,592746963839406081
HM300,13626,50,78,239817,3,1,591960470283771904
HM301,13658,0,71,457329,3,3,593377856434089984
HM302,13717,13,73,492082,2,3,592344945849139200
HM303,13762,53,75,416342,3,3,592344855935758338
HM304,13804,35,61,234519,3,3,592277507698720768
HM305,13856,17,79,263494,3,3,592330486069891073
HM306,13895,31,76,174852,4,4,592085562904813568
HM307,13944,58,78,214088,2,3,592344802957651968
HM308,14000,26,61,367487,4,4,592336650098708480
HM309,14054,1,76,170245,3,3,592278369909125120
HM310,14087,34,76,167676,3,3,592243314809704450
HM311,14147,48,68,462229,3,3,593324598315192320
HM312,14199,48,63,490110,1,1,592406962643574784
HM313,14250,42,75,462812,3,3,592375750193389568
HM314,14285,13,63,330209,3,3,593144673121783808
HM315,14343,28,64,124082,3,3,592176604324888576
HM316,14385,29,73,148056,3,3,592344734544240640
HM317,14444,43,78,331442,4,4,592843696565002240
HM318,14481,5,78,109447,3,3,592332971920658432
HM319,14513,5,65,151795,3,3,593422674040397824
HM320,14569,30,60,340483,1,1,592308789925289984
HM321,14617,4,79,241576,4,4,592247094397640704
HM322,14659,47,76,116859,4,3,592701122197987328
HM323,14719,28,66,428309,3,3,592342064488128512
HM324,14779,59,61,120977,3,3,593188232889761792
HM325,14809,13,65,153090,4,2,593830739436818432
HM326,14858,28,66,264977,1,1,592160377519017984
HM327,14913,53,66,333960,3,3,593296678490365953
HM328,14964,17,70,279316,3,3,592657983911366657
HM329,15012,14,69,195914,4,4,592370762121609216
HM330,15058,34,66,431585,1,1,593830956856905730
HM331,15104,37,64,475657,3,3,592162497303449600
HM332,15143,22,79,151758,3,3,593161376341852161
HM333,15177,49,65,496112,1,1,591933544424935425
HM334,15219,7,62,447333,3,3,592589121878630400
HM335,15270,40,77,150785,1,3,592341761562955777
HM336,15329,31,72,262001,4,4,592342104946257922
HM337,15388,56,78,385041,3,2,592690407600971776
HM338,15424,47,65,441192,3,3,592343048362786816
HM339,15454,50,63,226726,3,3,593024071736139777
HM340,15514,53,70,160538,3,3,591988823069888512
HM341,15564,1,68,394497,3,3,593802112397606914
HM342,15617,58,60,119227,4,4,592256577555529729
HM343,15672,6,68,182994,3,3,593828081774796800
HM344,15713,22,73,274330,2,3,592340255748988928
HM345,15769,15,76,409619,3,3,593159037396656130
HM346,15818,15,76,186261,4,3,592764906555973635
HM347,15867,5,73,395696,3,3,593465791783313409
HM348,15908,6,65,291301,3,3,597789995307413505
HM349,15948,16,68,353345,3,4,592340605130289152
HM350,15989,26,66,428079,3,3,593164168817201153
HM351,16041,14,75,328353,2,3,592640964633595904
HM352,16086,48,63,454172,2,1,592251295194484737
HM353,16116,1,72,293552,3,4,593178914480087040
HM354,16146,14,68,134726,3,3,592343937479643136
HM355,16181,58,64,483570,4,4,592344180359241728
HM356,16226,50,62,202836,3,3,593017270978408448
HM357,16274,53,75,394438,3,3,592262814682591232
HM358,16334,42,61,221944,3,3,593074564927598592
HM359,16388,31,69,153409,2,4,592646909074022400
HM360,16426,12,72,169747,4,4,591944948062113793
HM361,16471,48,77,393547,3,3,593798878077550592
HM362,16524,37,62,286811,4,4,592382316208500736
HM363,16581,53,73,329205,4,4,592270343391162368
HM364,16624,49,79,121434,4,4,592670203911217153
HM365,16676,53,63,197069,3,4,592139482150735872
HM366,16712,55,66,178911,3,3,592344953965121537
HM367,16756,0,75,468256,4,4,592329314328289280
HM368,16814,9,75,126051,4,4,592905148952924160
HM369,16855,34,71,400497,4,4,592174209851330561
HM370,16885,49,77,282773,3,3,592289464531034114
HM371,16939,52,70,303788,3,3,592084542132920320
HM372,16978,46,71,475996,2,1,592997903251025921
HM373,17021,52,68,228291,3,3,592329141199876097
HM374,17081,14,61,161253,4,4,591913016838508545
HM375,17123,49,73,315272,1,1,592344069789061120
HM376,17161,17,71,454857,2,1,592321120277135360
HM377,17198,2,61,482418,3,3,592335443141660672
HM378,17254,57,69,226306,3,4,592700669662011393
HM379,17290,33,70,354656,3,1,592912454734217216
HM380,17338,21,69,398852,3,3,593701523747667968
HM381,17375,22,78,194159,2,3,592204506013700096
HM382,17429,17,67,437051,3,2,593042055351246851
HM383,17481,44,64,170940,4,4,592343322477232128
HM384,17530,43,77,342017,4,4,592250013285224448
HM385,17573,22,62,391745,3,3,592700411204771840
HM386,17614,7,61,387702,4,4,593261012263964672
HM387,17673,19,68,206674,3,3,592339015283572736
HM388,17726,28,61,352849,4,4,592310653651562496
HM389,17768,48,70,446200,4,3,593258471111274496
HM390,17798,21,71,472234,3,3,593186627981340673
HM391,17831,29,67,109749,4,1,593501343035207682
HM392,17874,32,63,411495,1,1,592329391495053312
HM393,17918,8,69,399362,3,3,592329784983556096
HM394,17959,36,68,268105,1,1,592291575906082816
HM395,18019,25,73,483738,3,3,591921148994007040
HM396,18063,38,78,216380,3,3,600315569498259456
HM397,18117,44,75,265025,3,3,593184937047494657
HM398,18150,25,78,162734,2,1,592338431004397568
HM399,18191,21,61,224466,1,1,593115848136630273
HM400,18227,53,79,304854,3,3,592701098055598082
HM401,18261,45,67,234569,1,1,592333525103288320
HM402,18308,50,78,191654,3,3,592344880988299264
HM403,18342,43,72,431378,3,4,593609382119641088
HM404,18384,56,73,193943,3,4,591977887642746880
HM405,18435,52,60,173567,4,3,593694273242931200
HM406,18489,26,60,452820,4,4,593256947639398402
HM407,18536,56,78,493024,4,4,593014290585657344
HM408,18584,43,67,379899,4,4,591986639817216000
HM409,18623,46,72,300527,3,3,592694922144260096
HM410,18679,25,76,315786,1,1,591975610655776769
HM411,18714,23,69,280769,3,3,592339030618021888
HM412,18766,16,79,437253,4,4,592377513512316928
HM413,18798,4,68,174940,3,3,592326110379126787
HM414,18846,39,60,310152,3,3,592689853441167362
HM415,18883,56,62,385843,2,2,592337866904051713
HM416,18921,56,68,257772,1,1,592175527277953027
HM417,18961,24,61,317878,3,3,592737382274879489
HM418,19015,48,77,374203,3,2,593760241919074304
HM419,19069,41,73,494202,3,4,592198410477772800
HM420,19106,17,61,343515,3,2,592343766029185024
HM421,19152,36,78,490004,3,3,593107718619140096
HM422,19184,13,78,183403,2,2,593333859506331648
HM423,19241,54,75,396013,4,4,592740825391575041
HM424,19300,46,76,227432,2,3,592344535268593664
HM425,19341,39,60,214704,2,3,592372900960858112
HM426,19387,42,70,324395,3,3,593184365477265408
HM427,19433,55,60,217454,1,1,591987116470444032
HM428,19486,51,66,187456,3,4,592665039955460096
HM429,19518,27,70,362860,3,4,592673035221671936
HM430,19564,8,69,466754,3,3,593760928572657665
HM431,19620,55,71,169086,3,3,592778333542289408
HM432,19668,51,73,117721,3,3,593463999229988866
HM433,19715,35,72,233364,3,4,593805268217044992
HM434,19746,25,75,450545,3,3,592328577376456704
HM435,19804,12,77,106219,1,1,592258335253999616
HM436,19839,16,64,491966,3,3,593166631301304320
HM437,19879,55,77,291635,3,3,592267197944205312
HM438,19929,20,75,346096,1,4,593030724678193152
HM439,19973,10,79,263007,3,3,593817252006338560
HM440,20020,59,74,184758,1,1,593707771008131073
HM441,20068,53,66,362014,4,4,592343104021262336
HM442,20102,57,66,423902,2,2,593254575668203520
HM443,20132,33,69,158942,3,3,592623219825373184
HM444,20191,5,68,276534,4,3,592344660972085248
HM445,20246,55,79,331188,1,1,592265829288312832
HM446,20280,18,71,384980,3,3,593440530542931968
HM447,20330,47,74,442827,3,3,592373114668855296
HM448,20375,43,73,229066,1,1,591939212200423424
HM449,20427,59,61,445508,4,3,593106598907748353
HM450,20461,2,76,188580,4,4,591919579556786176
HM451,20512,57,78,256103,3,3,592690229166866432
HM452,20564,2,68,481696,3,1,592170440459743232
HM453,20624,9,72,407647,3,3,592341681359462401
HM454,20662,2,63,130298,3,3,592404629402562561
HM455,20705,13,63,266887,3,3,592109590625558529
HM456,20739,52,78,123235,4,4,592872744095744000
HM457,20769,57,66,267162,2,2,591989002913316865
HM458,20800,20,76,413113,2,3,591939674328813568
HM459,20843,41,71,151634,4,4,592181225688682496
HM460,20878,19,68,410202,1,1,593181573664612352
HM461,20931,53,73,421801,4,4,593097361972457472
HM462,20966,47,65,224590,3,3,592341270850211841
HM463,21015,30,68,106883,4,4,591992433736601600
HM464,21061,19,71,249624,2,2,591984998758002689
HM465,21101,8,74,248939,3,4,593662200578904064
HM466,21144,44,68,375171,1,1,592339797911343104
HM467,21204,34,70,478414,3,3,592344291483222016
HM468,21263,22,62,339918,3,3,592334786091307009
HM469,21301,53,79,257769,1,1,593057730371440640
HM470,21360,17,61,359392,3,3,592872096914644992
HM471,21396,2,77,163925,3,3,592188336950804480
HM472,21450,23,73,274133,4,4,592188182889943042
HM473,21490,30,63,270335,3,3,591975655312478208
HM474,21540,10,64,492098,3,3,592750556873121794
HM475,21590,13,62,183808,3,3,592343385085607936
HM476,21646,4,64,159195,1,1,593749452034285568
HM477,21687,57,77,347223,1,1,592272783587078144
HM478,21746,52,79,352696,3,3,592343436650356736
HM479,21803,29,72,157080,4,4,592123165310062592
HM480,21833,52,70,182445,1,1,592305241837600768
HM481,21866,53,79,276340,4,4,599911736435609600
HM482,21899,27,65,233943,4,3,592342125720666112
HM483,21949,49,68,120485,3,2,592344738717569025
HM484,21990,41,73,219009,3,3,592689948316278784
HM485,22024,45,63,240685,3,4,593796721089454082
HM486,22056,51,60,430054,3,4,592256527152484352
HM487,22114,15,60,319478,4,4,593727964786905088
HM488,22162,23,79,331976,4,4,592343533341671424
HM489,22193,32,75,305567,3,1,591972670918496256
HM490,22231,42,65,232317,3,4,592673231385055233
HM491,22281,39,61,362048,1,1,591960518467952641
HM492,22319,45,71,314233,3,3,592344308486836224
HM493,22372,43,72,419657,4,4,592685210304696321
HM494,22410,4,68,284496,3,3,593044803878670338
HM495,22459,20,71,121974,4,4,592618328641810433
HM496,22492,8,65,317655,3,3,592696255719022593
HM497,22547,59,74,498477,3,3,592083813594968064
HM498,22599,45,71,195016,2,2,593076236894613504
HM499,22645,30,78,195670,3,1,591973543249899521
HM500,22695,42,60,249625,2,3,593188404340379648
HM501,22726,7,64,471669,4,4,592879828547858434
HM502,22774,11,60,283367,3,1,592343682784854016
HM503,22818,39,69,488368,1,3,591930922426994689
HM504,22849,49,62,133277,2,2,592344746636378113
HM505,22879,41,75,480341,1,1,592339713131970560
HM506,22922,48,63,105737,3,3,593776071436271616
HM507,22974,24,64,483992,4,4,592889233666404354
HM508,23025,19,75,337454,2,2,592752900960563202
HM509,23060,30,61,353209,4,4,593829013040173057
HM510,23094,20,71,182828,1,1,593346692034011136
HM511,23131,13,62,468784,3,3,592342768711704576
HM512,23172,6,79,420873,3,3,593138710750883840
HM513,23206,49,78,190257,3,3,593108456229445633
HM514,23236,26,71,110023,3,3,592832197905805312
HM515,23277,24,75,439368,3,3,592792978642608128
HM516,23309,6,74,189281,3,3,593115206252949504
HM517,23345,58,64,113573,1,1,592143164183482368
HM518,23381,32,79,351947,3,3,592701088677134338
HM519,23422,35,60,200440,2,1,592309922089467904
HM520,23464,37,78,152799,3,3,593152175313915905
HM521,23495,7,72,494612,3,4,593077405322903552
HM522,23539,34,66,268283,3,3,592912027527569408
HM523,23597,38,66,269780,2,2,592592007492554752
HM524,23654,4,79,219310,3,3,593187759491313665
HM525,23688,44,64,212023,4,4,592332031150804992
HM526,23727,37,78,207412,4,4,592272759058735105
HM527,23777,52,63,188085,3,3,592590231519555584
HM528,23807,45,78,193964,1,1,593112804263067649
HM529,23854,20,69,139554,3,3,593180666709319680
HM530,23909,8,77,490377,3,3,593156327259639809
HM531,23963,51,66,427982,3,4,593355567978020864
HM532,23994,35,75,227866,3,3,593227960590577665
HM533,24032,45,78,349569,3,3,592689836856844288
HM534,24064,49,72,147150,3,3,592316315366359040
HM535,24109,35,71,450462,3,3,593811048601366528
HM536,24168,11,75,466095,3,4,592735133184163840
HM537,24222,29,78,315789,3,3,592344648397426690
HM538,24275,54,78,163340,2,2,592627603317641216
HM539,24328,11,78,240845,3,3,593463530441048065
HM540,24368,58,77,394680,3,3,593380623923941376
HM541,24428,8,78,241212,3,3,593656131223846914
HM542,24462,42,78,363530,1,1,593028888600674305
HM543,24496,36,69,488175,3,3,593273575198494722
HM544,24537,52,68,387062,1,1,592900556856958979
HM545,24581,15,71,197090,3,3,593515635608457217
HM546,24621,16,70,409342,4,4,592645460952682496
HM547,24665,11,70,242416,3,3,592705318456549376
HM548,24722,39,61,172121,3,3,593102231106416640
HM549,24766,16,60,440156,3,3,592698206007463936
HM550,24808,55,67,114921,4,3,592881607083741184
HM551,24857,17,78,277387,1,1,592137869482799104
HM552,24889,2,66,272293,3,3,592341066696785920
HM553,24946,15,63,131681,3,4,593188767223123968
HM554,25004,49,74,277952,3,3,592312130222841856
HM555,25034,10,71,411945,3,3,592154823753015296
HM556,25083,14,71,194647,4,4,592979541477330944
HM557,25143,8,73,159477,1,1,592367690632667136
HM558,25176,48,73,424006,3,3,592359685774188544
